Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2015-03-06,0,26,9.6,16.07,21.7,5.29,48 NE,29.9 N,465.28,51.25,3.9,5.46,
22,2015-03-06,0,26,9.6,16.07,21.7,5.29,48 NE,29.9 N,465.28,51.25,3.9,5.46,
22,2015-03-07,2.4,25.3,6.6,15.29,15.1,5.26,36 N,8.6 N,493.04,56.32,4.2,5.47,
22,2015-03-07,2.4,25.3,6.6,15.29,15.1,5.26,36 N,8.6 N,493.04,56.32,4.2,5.47,
22,2015-03-08,0,25.3,11.2,17.11,14.8,3.34,184.8 S,2 N,384.75,54.16,3.2,4.57,
22,2015-03-08,0,25.3,11.2,17.11,14.8,3.34,184.8 S,2 N,384.75,54.16,3.2,4.57,
22,2015-03-09,0.4,19.7,8.8,14.32,22.7,7.09,250.9 SO,153.4 SE,209.95,58.12,1.9,3.47,
22,2015-03-09,0.4,19.7,8.8,14.32,22.7,7.09,250.9 SO,153.4 SE,209.95,58.12,1.9,3.47,
22,2015-03-10,6.6,19.1,4.4,10.68,23.4,5.54,147.8 SE,136.5 SE,441.18,72.85,3,4.7,
22,2015-03-10,6.6,19.1,4.4,10.68,23.4,5.54,147.8 SE,136.5 SE,441.18,72.85,3,4.7,
22,2015-03-11,0,18.9,5,10.91,21,3.38,222.9 S,203.5 S,400.86,66.47,2.9,4.5,
22,2015-03-11,0,18.9,5,10.91,21,3.38,222.9 S,203.5 S,400.86,66.47,2.9,4.5,
22,2015-03-12,0,19.4,4.1,11.89,13.3,4.1,213 S,91.5 E,469.95,52.66,3.4,5.66,
22,2015-03-12,0,19.4,4.1,11.89,13.3,4.1,213 S,91.5 E,469.95,52.66,3.4,5.66,
22,2015-03-13,0,21.3,8.4,14.5,25.2,11.53,187.2 S,161.8 SE,504.11,40.32,5,<null>,
22,2015-03-13,0,21.3,8.4,14.5,25.2,11.53,187.2 S,161.8 SE,504.11,40.32,5,<null>,
22,2015-03-14,24.8,12,8,9.74,20.3,7.11,102.9 E,82.8 NE,67.68,83.73,0.1,1.24,
22,2015-03-14,24.8,12,8,9.74,20.3,7.11,102.9 E,82.8 NE,67.68,83.73,0.1,1.24,
22,2015-03-15,3.8,12.8,7.1,9.36,32.1,12.4,84.9 NE,80 NE,120.37,77.97,0.7,2.37,
22,2015-03-15,3.8,12.8,7.1,9.36,32.1,12.4,84.9 NE,80 NE,120.37,77.97,0.7,2.37,
22,2015-03-16,26.6,17.5,9.7,12.64,23.4,9.06,82.8 NE,87.4 NE,113.2,77.78,0.9,2.4,
22,2015-03-16,26.6,17.5,9.7,12.64,23.4,9.06,82.8 NE,87.4 NE,113.2,77.78,0.9,2.4,
22,2015-03-17,20.4,18.4,9,12.67,19.2,6.32,201.1 S,139.3 SE,181.19,86.34,1.3,2.6,
22,2015-03-17,20.4,18.4,9,12.67,19.2,6.32,201.1 S,139.3 SE,181.19,86.34,1.3,2.6,
22,2015-03-18,0,21.2,7.3,14.44,19.2,7.34,196.4 S,153.5 SE,470,65.97,3.8,5.58,
22,2015-03-18,0,21.2,7.3,14.44,19.2,7.34,196.4 S,153.5 SE,470,65.97,3.8,5.58,
22,2015-03-19,0,24.2,7.6,15.38,18,6.63,234 SO,159.7 SE,526.67,57.71,4.3,6.1,
22,2015-03-19,0,24.2,7.6,15.38,18,6.63,234 SO,159.7 SE,526.67,57.71,4.3,6.1,
22,2015-03-20,0,23.2,10.8,16.72,12,4.75,166.4 SE,141.2 SE,402.36,59,3.4,4.86,
22,2015-03-20,0,23.2,10.8,16.72,12,4.75,166.4 SE,141.2 SE,402.36,59,3.4,4.86,
22,2015-03-21,0,23.4,12.3,17.39,22.5,7.52,218.7 S,143.4 SE,390.53,59.38,3.8,5.01,
22,2015-03-21,0,23.4,12.3,17.39,22.5,7.52,218.7 S,143.4 SE,390.53,59.38,3.8,5.01,
22,2015-03-22,0,24.4,10.3,17.12,14.2,4.03,169.9 SE,126.7 E,442.22,56.15,3.8,4.99,
22,2015-03-22,0,24.4,10.3,17.12,14.2,4.03,169.9 SE,126.7 E,442.22,56.15,3.8,4.99,
22,2015-03-23,0,25.8,11.6,18.36,14.8,6.99,343.7 NO,18.5 N,481.25,44.12,4.9,6.16,
22,2015-03-23,0,25.8,11.6,18.36,14.8,6.99,343.7 NO,18.5 N,481.25,44.12,4.9,6.16,
22,2015-03-24,0,26.1,8.1,18,17.3,6.66,240.4 SO,132 E,503.21,39.69,5.1,6.4,
22,2015-03-24,0,26.1,8.1,18,17.3,6.66,240.4 SO,132 E,503.21,39.69,5.1,6.4,
22,2015-03-25,0,25.1,11,17.85,22.1,9.6,236.6 SO,161.4 SE,383.89,41.27,4.2,6.01,
22,2015-03-25,0,25.1,11,17.85,22.1,9.6,236.6 SO,161.4 SE,383.89,41.27,4.2,6.01,
22,2015-03-26,0,26.2,6.9,16.98,15.3,5.86,238.2 SO,126 E,545.21,42.17,5.1,6.41,
22,2015-03-26,0,26.2,6.9,16.98,15.3,5.86,238.2 SO,126 E,545.21,42.17,5.1,6.41,
22,2015-03-27,0,24.1,12.2,16.92,17.9,7.67,57.5 NE,6.7 N,348.76,45.04,3.8,5.21,
22,2015-03-27,0,24.1,12.2,16.92,17.9,7.67,57.5 NE,6.7 N,348.76,45.04,3.8,5.21,
22,2015-03-28,0,24.3,9.5,16.06,17,4.64,354.3 NO,4.8 N,509.05,53.84,4.5,5.56,
22,2015-03-28,0,24.3,9.5,16.06,17,4.64,354.3 NO,4.8 N,509.05,53.84,4.5,5.56,
22,2015-03-29,0,26.1,7.2,16.89,15.8,4.37,68.9 NE,17.1 N,498.45,44.12,4.5,5.84,
22,2015-03-29,0,26.1,7.2,16.89,15.8,4.37,68.9 NE,17.1 N,498.45,44.12,4.5,5.84,
22,2015-03-30,0,27.1,9.3,18.49,16.4,4.86,50.2 NE,71.5 NE,545.44,39.2,5,6.45,
22,2015-03-30,0,27.1,9.3,18.49,16.4,4.86,50.2 NE,71.5 NE,545.44,39.2,5,6.45,
22,2015-03-31,0,26.1,10.4,19.12,14,3.98,223.8 S,149.3 SE,419.6,41.59,3.9,5.29,
22,2015-03-31,0,26.1,10.4,19.12,14,3.98,223.8 S,149.3 SE,419.6,41.59,3.9,5.29,
22,2015-04-01,0,27,11.1,18.64,20.6,6.59,220.8 S,147.4 SE,529.97,35.14,5.5,6.76,
22,2015-04-01,0,27,11.1,18.64,20.6,6.59,220.8 S,147.4 SE,529.97,35.14,5.5,6.76,
22,2015-04-02,0,28.4,9.3,18.88,12.2,5.03,157.4 SE,101.4 E,548.52,33.11,5,6.64,
22,2015-04-02,0,28.4,9.3,18.88,12.2,5.03,157.4 SE,101.4 E,548.52,33.11,5,6.64,
22,2015-04-03,0,28.7,8.4,19.59,10,4.09,191.6 S,,486.62,34.49,4.6,5.99,
22,2015-04-03,0,28.7,8.4,19.59,10,4.09,191.6 S,,486.62,34.49,4.6,5.99,
22,2015-04-04,0,28.2,13.6,20.43,21.7,8.29,61.2 NE,,436.36,38.17,5.2,6.37,
22,2015-04-04,0,28.2,13.6,20.43,21.7,8.29,61.2 NE,,436.36,38.17,5.2,6.37,
22,2015-04-05,0,29.3,9.5,19.56,10.5,2.56,258.4 SO,8.3 N,509.88,44.73,4.5,5.48,
22,2015-04-05,0,29.3,9.5,19.56,10.5,2.56,258.4 SO,8.3 N,509.88,44.73,4.5,5.48,
22,2015-04-06,0,29,13.3,20.97,13.7,4.54,73.5 NE,358.1 NO,426.52,41.46,4.3,5.41,
22,2015-04-06,0,29,13.3,20.97,13.7,4.54,73.5 NE,358.1 NO,426.52,41.46,4.3,5.41,
22,2015-04-07,1.4,30.3,11.5,20.54,17,4.48,62 NE,21.7 N,465.73,40.52,4.8,5.71,
22,2015-04-07,1.4,30.3,11.5,20.54,17,4.48,62 NE,21.7 N,465.73,40.52,4.8,5.71,
22,2015-04-08,0,29.4,10.8,20.68,16.4,2.92,63.3 NE,6.3 N,481.48,38.59,4.2,5.51,
22,2015-04-08,0,29.4,10.8,20.68,16.4,2.92,63.3 NE,6.3 N,481.48,38.59,4.2,5.51,
22,2015-04-09,0,30.1,12.7,21.41,15.5,3.66,76.8 NE,57.3 NE,482.23,40.32,4.6,5.62,
22,2015-04-09,0,30.1,12.7,21.41,15.5,3.66,76.8 NE,57.3 NE,482.23,40.32,4.6,5.62,
22,2015-04-10,0.6,28.4,13.8,20.75,17.6,5.44,71.3 NE,24.9 N,437.57,46.89,4.3,5.35,
22,2015-04-10,0.6,28.4,13.8,20.75,17.6,5.44,71.3 NE,24.9 N,437.57,46.89,4.3,5.35,
22,2015-04-11,1.8,24.9,13.2,18.53,12.9,3.47,43.9 N,12.3 N,305.3,61.82,2.6,3.51,
22,2015-04-11,1.8,24.9,13.2,18.53,12.9,3.47,43.9 N,12.3 N,305.3,61.82,2.6,3.51,
22,2015-04-12,0,24.7,12.3,18.29,21.1,7.14,200.8 S,165.4 SE,352.33,59.72,3.7,4.4,
22,2015-04-12,0,24.7,12.3,18.29,21.1,7.14,200.8 S,165.4 SE,352.33,59.72,3.7,4.4,
22,2015-04-13,0,23.8,10.3,17.74,19.2,6.57,213.1 S,174.9 SE,330.63,54.18,3.4,4.42,
22,2015-04-13,0,23.8,10.3,17.74,19.2,6.57,213.1 S,174.9 SE,330.63,54.18,3.4,4.42,
22,2015-04-14,0,25.9,13.2,18.59,18,5.01,268.5 SO,146.6 SE,331.9,46.01,3.3,4.66,
22,2015-04-14,0,25.9,13.2,18.59,18,5.01,268.5 SO,146.6 SE,331.9,46.01,3.3,4.66,
22,2015-04-15,0,26.6,11.5,19.05,20,6.75,195.2 S,99.3 E,425.17,46.55,4.6,5.6,
22,2015-04-15,0,26.6,11.5,19.05,20,6.75,195.2 S,99.3 E,425.17,46.55,4.6,5.6,
22,2015-04-16,0,27.6,9.9,18.83,21,7.72,227.5 SO,124.5 E,476.99,48.14,5.3,6.07,
22,2015-04-16,0,27.6,9.9,18.83,21,7.72,227.5 SO,124.5 E,476.99,48.14,5.3,6.07,
22,2015-04-17,0,27.1,10,19.13,22.1,6.76,240.4 SO,163.7 SE,395.07,43,4.5,5.53,
22,2015-04-17,0,27.1,10,19.13,22.1,6.76,240.4 SO,163.7 SE,395.07,43,4.5,5.53,
22,2015-04-18,0,26.8,14,19.25,21.6,8.18,214.4 S,332.2 NO,443.98,36.26,5.1,6.4,
22,2015-04-18,0,26.8,14,19.25,21.6,8.18,214.4 S,332.2 NO,443.98,36.26,5.1,6.4,
22,2015-04-19,0,27,8.4,18.3,23.5,7.41,242.3 SO,157.7 SE,550.83,41.92,5.6,6.71,
22,2015-04-19,0,27,8.4,18.3,23.5,7.41,242.3 SO,157.7 SE,550.83,41.92,5.6,6.71,
22,2015-04-20,0,28.8,10.1,19.42,17,7.55,186 S,148.7 SE,512.25,35.92,5.7,6.85,
22,2015-04-20,0,28.8,10.1,19.42,17,7.55,186 S,148.7 SE,512.25,35.92,5.7,6.85,
22,2015-04-21,0,29.6,10.8,20.42,16.4,6.05,232.9 SO,135.8 SE,514.79,34.83,5.6,6.63,
22,2015-04-21,0,29.6,10.8,20.42,16.4,6.05,232.9 SO,135.8 SE,514.79,34.83,5.6,6.63,
22,2015-04-22,0,30.6,11.8,21.1,18.5,6.93,227 SO,127.4 E,542.88,32.92,5.9,<null>,
22,2015-04-22,0,30.6,11.8,21.1,18.5,6.93,227 SO,127.4 E,542.88,32.92,5.9,<null>,
22,2015-04-23,1.4,30,12.2,21.11,21.5,5.86,154 SE,111.6 E,508.93,35.82,5.5,6.44,
22,2015-04-23,1.4,30,12.2,21.11,21.5,5.86,154 SE,111.6 E,508.93,35.82,5.5,6.44,
22,2015-04-24,0,27.4,14.3,20.88,19.9,5.92,217.8 S,170.1 SE,417.43,44.86,4.8,5.33,
22,2015-04-24,0,27.4,14.3,20.88,19.9,5.92,217.8 S,170.1 SE,417.43,44.86,4.8,5.33,
22,2015-04-25,0,27.4,13.2,20.36,23.7,7.14,202.1 S,160.9 SE,452.16,40.14,5,5.97,
22,2015-04-25,0,27.4,13.2,20.36,23.7,7.14,202.1 S,160.9 SE,452.16,40.14,5,5.97,
22,2015-04-26,0,27.5,10.9,19.66,21.1,7.93,225.2 SO,162 SE,371.81,40.76,4.5,5.6,
22,2015-04-26,0,27.5,10.9,19.66,21.1,7.93,225.2 SO,162 SE,371.81,40.76,4.5,5.6,
22,2015-04-27,0,27.7,13.7,20.4,26.8,9.71,227 SO,194.1 S,453.94,37.33,5.4,6.71,
22,2015-04-27,0,27.7,13.7,20.4,26.8,9.71,227 SO,194.1 S,453.94,37.33,5.4,6.71,
22,2015-04-28,0,28.9,13.5,20.55,14.9,3.82,277.5 O,226.2 SO,493.95,30.39,4.9,6.04,
22,2015-04-28,0,28.9,13.5,20.55,14.9,3.82,277.5 O,226.2 SO,493.95,30.39,4.9,6.04,
22,2015-04-29,2.2,19.6,11.3,16.04,15.3,5.42,,43.3 N,198.91,56.76,2.1,2.91,
22,2015-04-29,2.2,19.6,11.3,16.04,15.3,5.42,,43.3 N,198.91,56.76,2.1,2.91,
22,2015-04-30,0,26.5,7.7,16.66,23.3,5.45,240.5 SO,200.4 S,501.73,54.38,5.4,5.54,
22,2015-04-30,0,26.5,7.7,16.66,23.3,5.45,240.5 SO,200.4 S,501.73,54.38,5.4,5.54,
22,2015-05-01,0,27.1,8,18.02,14.1,5.16,176.3 SE,45.4 NE,526.88,31.1,5.1,6.61,
22,2015-05-01,0,27.1,8,18.02,14.1,5.16,176.3 SE,45.4 NE,526.88,31.1,5.1,6.61,
22,2015-05-02,0,27.8,12.1,20.07,18.5,6.78,225.2 SO,146.3 SE,463.81,41.94,5.1,6.2,
22,2015-05-02,0,27.8,12.1,20.07,18.5,6.78,225.2 SO,146.3 SE,463.81,41.94,5.1,6.2,
22,2015-05-03,0,29,10.7,19.56,15.7,6.16,138.3 SE,146.6 SE,560.64,37.07,5.8,6.87,
22,2015-05-03,0,29,10.7,19.56,15.7,6.16,138.3 SE,146.6 SE,560.64,37.07,5.8,6.87,
22,2015-05-04,0,29.9,9.1,19.97,18.4,6.31,230.1 SO,165.7 SE,559.79,29.64,6.1,<null>,
22,2015-05-04,0,29.9,9.1,19.97,18.4,6.31,230.1 SO,165.7 SE,559.79,29.64,6.1,<null>,
22,2015-05-05,0,30.1,10.8,21.14,18.7,6.65,247.6 SO,227.6 SO,491.27,33.7,5.6,6.63,
22,2015-05-05,0,30.1,10.8,21.14,18.7,6.65,247.6 SO,227.6 SO,491.27,33.7,5.6,6.63,
22,2015-05-06,0,27,13.6,20.63,19.9,5.25,289 O,326.9 NO,439.5,34.36,4.4,5.76,
22,2015-05-06,0,27,13.6,20.63,19.9,5.25,289 O,326.9 NO,439.5,34.36,4.4,5.76,
22,2015-05-07,0,31.1,11,22.25,15.1,4.55,220.2 S,135.6 SE,506.96,35.57,5.5,6.19,
22,2015-05-07,0,31.1,11,22.25,15.1,4.55,220.2 S,135.6 SE,506.96,35.57,5.5,6.19,
22,2015-05-08,0,31.2,12.5,22.61,18.5,5.81,59.4 NE,72.2 NE,498.43,39.04,5.6,6.24,
22,2015-05-08,0,31.2,12.5,22.61,18.5,5.81,59.4 NE,72.2 NE,498.43,39.04,5.6,6.24,
22,2015-05-09,0,31.4,12,22.56,18.2,5.87,82.7 NE,138.1 SE,483.73,38.2,5.5,6.18,
22,2015-05-09,0,31.4,12,22.56,18.2,5.87,82.7 NE,138.1 SE,483.73,38.2,5.5,6.18,
22,2015-05-10,0,31.4,14.7,22.36,20,6.46,230.9 SO,168.9 SE,430.51,28.82,5.1,6.35,
22,2015-05-10,0,31.4,14.7,22.36,20,6.46,230.9 SO,168.9 SE,430.51,28.82,5.1,6.35,
22,2015-05-11,0,32.1,13.6,22.03,27.8,6.58,154.5 SE,151.9 SE,516.46,33.85,5.8,6.73,
22,2015-05-11,0,32.1,13.6,22.03,27.8,6.58,154.5 SE,151.9 SE,516.46,33.85,5.8,6.73,
22,2015-05-12,4.6,28.9,12.4,18.65,22.2,6.66,277 O,109.7 E,448.93,56.11,4.4,5.18,
22,2015-05-12,4.6,28.9,12.4,18.65,22.2,6.66,277 O,109.7 E,448.93,56.11,4.4,5.18,
22,2015-05-13,0,26.7,12.3,18.71,20.8,6.11,74.9 NE,100.8 E,416.21,59.65,4,4.73,
22,2015-05-13,0,26.7,12.3,18.71,20.8,6.11,74.9 NE,100.8 E,416.21,59.65,4,4.73,
22,2015-05-14,0,27.9,10.5,18.89,12.9,3.62,92.7 E,5.8 N,365.87,55.67,3.5,4.33,
22,2015-05-14,0,27.9,10.5,18.89,12.9,3.62,92.7 E,5.8 N,365.87,55.67,3.5,4.33,
22,2015-05-15,0,27.6,14,20.36,17.7,6.27,4.5 N,341.9 NO,425.04,41.71,4.5,5.72,
22,2015-05-15,0,27.6,14,20.36,17.7,6.27,4.5 N,341.9 NO,425.04,41.71,4.5,5.72,
22,2015-05-16,0,29.8,11.1,21.54,24.2,9.93,264.3 SO,257 SO,473.22,37.52,6.3,<null>,
22,2015-05-16,0,29.8,11.1,21.54,24.2,9.93,264.3 SO,257 SO,473.22,37.52,6.3,<null>,
22,2015-05-17,0,30.2,11,21.54,18.9,4.89,264.7 SO,281 O,528.59,34.9,5.5,6.4,
22,2015-05-17,0,30.2,11,21.54,18.9,4.89,264.7 SO,281 O,528.59,34.9,5.5,6.4,
22,2015-05-18,0,32.2,15.8,23.45,24.1,7.44,55.6 NE,75.2 NE,539.07,36.69,6.2,<null>,
22,2015-05-18,0,32.2,15.8,23.45,24.1,7.44,55.6 NE,75.2 NE,539.07,36.69,6.2,<null>,
22,2015-05-19,0,32.1,16.2,23.03,32,10.25,83 NE,159.5 SE,495.7,47.1,6.5,6.72,
22,2015-05-19,0,32.1,16.2,23.03,32,10.25,83 NE,159.5 SE,495.7,47.1,6.5,6.72,
22,2015-05-20,0,31.1,11.2,21.73,15.4,5.15,64.2 NE,158.4 SE,486.98,46.31,4.8,5.65,
22,2015-05-20,0,31.1,11.2,21.73,15.4,5.15,64.2 NE,158.4 SE,486.98,46.31,4.8,5.65,
22,2015-05-21,1,30.2,16.6,22.12,16.6,8.58,121.9 E,137.1 SE,494.23,44.42,5.1,6.38,
22,2015-05-21,1,30.2,16.6,22.12,16.6,8.58,121.9 E,137.1 SE,494.23,44.42,5.1,6.38,
22,2015-05-22,0.2,30,10.7,19.93,32.1,8.82,65.1 NE,87.5 NE,531.42,51.53,5.8,6.32,
22,2015-05-22,0.2,30,10.7,19.93,32.1,8.82,65.1 NE,87.5 NE,531.42,51.53,5.8,6.32,
22,2015-05-23,9.8,27.9,11.5,19.41,22.9,5.56,94.6 E,130.7 E,499.54,58.45,5.1,5.28,
22,2015-05-23,9.8,27.9,11.5,19.41,22.9,5.56,94.6 E,130.7 E,499.54,58.45,5.1,5.28,
22,2015-05-24,0.4,27,12.8,19.81,12.6,4.03,164.7 SE,146.6 SE,460.73,58.78,4.6,4.83,
22,2015-05-24,0.4,27,12.8,19.81,12.6,4.03,164.7 SE,146.6 SE,460.73,58.78,4.6,4.83,
22,2015-05-25,0,29.5,12,20.66,12.1,4.46,233.8 SO,139.6 SE,500.66,46.69,5.2,5.71,
22,2015-05-25,0,29.5,12,20.66,12.1,4.46,233.8 SO,139.6 SE,500.66,46.69,5.2,5.71,
22,2015-05-26,0,30.9,12.1,22.08,22,4.24,70.6 NE,101.2 E,539.31,37.61,5.8,6.28,
22,2015-05-26,0,30.9,12.1,22.08,22,4.24,70.6 NE,101.2 E,539.31,37.61,5.8,6.28,
22,2015-05-27,0,31.8,15.6,23.31,18.6,7.05,65.4 NE,73.4 NE,503.45,36.95,5.8,6.7,
22,2015-05-27,0,31.8,15.6,23.31,18.6,7.05,65.4 NE,73.4 NE,503.45,36.95,5.8,6.7,
22,2015-05-28,0.4,29.3,14.6,20.91,32.1,8.6,67.6 NE,104.4 E,443.6,52.9,5.4,5.63,
22,2015-05-28,0.4,29.3,14.6,20.91,32.1,8.6,67.6 NE,104.4 E,443.6,52.9,5.4,5.63,
22,2015-05-29,1.6,28.7,11.9,19.09,23.4,5.32,57.8 NE,62.5 NE,404.51,59.51,4,4.57,
22,2015-05-29,1.6,28.7,11.9,19.09,23.4,5.32,57.8 NE,62.5 NE,404.51,59.51,4,4.57,
22,2015-05-30,1.6,25,12.6,18.13,10.3,4.28,87.7 NE,50.6 NE,324.41,66.79,3,3.57,
22,2015-05-30,1.6,25,12.6,18.13,10.3,4.28,87.7 NE,50.6 NE,324.41,66.79,3,3.57,
22,2015-05-31,0,26.9,13,19.56,15.5,6.41,55.1 NE,38.4 N,468.32,51.07,5.2,5.58,
22,2015-05-31,0,26.9,13,19.56,15.5,6.41,55.1 NE,38.4 N,468.32,51.07,5.2,5.58,
22,2015-06-01,0,27.2,11,19.79,16.5,6.96,55.4 NE,41.3 N,389.5,46.79,4.5,5.37,
22,2015-06-01,0,27.2,11,19.79,16.5,6.96,55.4 NE,41.3 N,389.5,46.79,4.5,5.37,
22,2015-06-02,0,29,11.2,20.69,15.6,5.71,75.3 NE,53.8 NE,490.67,41.74,5.7,6.08,
22,2015-06-02,0,29,11.2,20.69,15.6,5.71,75.3 NE,53.8 NE,490.67,41.74,5.7,6.08,
22,2015-06-03,0,30.4,14.2,21.69,22.1,5.66,74.2 NE,78.8 NE,442.86,38.22,5.1,5.93,
22,2015-06-03,0,30.4,14.2,21.69,22.1,5.66,74.2 NE,78.8 NE,442.86,38.22,5.1,5.93,
22,2015-06-04,1.2,30.3,12.1,21.7,20.6,6.42,,73.1 NE,510.94,44.1,5.7,6.22,
22,2015-06-04,1.2,30.3,12.1,21.7,20.6,6.42,,73.1 NE,510.94,44.1,5.7,6.22,
22,2015-06-05,0,27.5,14.3,21.62,18.7,8.01,49.8 NE,91.3 E,327.9,44.34,4,5.12,
22,2015-06-05,0,27.5,14.3,21.62,18.7,8.01,49.8 NE,91.3 E,327.9,44.34,4,5.12,
22,2015-06-06,24.8,27,15,19.16,26.7,4.04,133.2 E,155.6 SE,285.95,67.83,2.5,3.3,
22,2015-06-06,24.8,27,15,19.16,26.7,4.04,133.2 E,155.6 SE,285.95,67.83,2.5,3.3,
22,2015-06-07,5.4,28.8,14.2,20.06,30.3,4.35,84.5 NE,96.1 E,460.1,65.72,4,4.67,
22,2015-06-07,5.4,28.8,14.2,20.06,30.3,4.35,84.5 NE,96.1 E,460.1,65.72,4,4.67,
22,2015-06-08,3.6,28.8,16.5,20.97,7.9,2.16,71.2 NE,7.5 N,410.17,66.86,3.5,4.09,
22,2015-06-08,3.6,28.8,16.5,20.97,7.9,2.16,71.2 NE,7.5 N,410.17,66.86,3.5,4.09,
22,2015-06-09,0,29.7,15.5,22.29,16.5,6.13,66.4 NE,67 NE,495.73,41.25,5.6,6.2,
22,2015-06-09,0,29.7,15.5,22.29,16.5,6.13,66.4 NE,67 NE,495.73,41.25,5.6,6.2,
22,2015-06-10,0,30.5,14.6,21.96,19.5,5.76,61.5 NE,78.5 NE,392.89,49.6,4.3,5.11,
22,2015-06-10,0,30.5,14.6,21.96,19.5,5.76,61.5 NE,78.5 NE,392.89,49.6,4.3,5.11,
22,2015-06-11,0.2,31.7,14.4,21.82,20.6,4,100.8 E,128.2 E,430.84,56.19,4.5,4.83,
22,2015-06-11,0.2,31.7,14.4,21.82,20.6,4,100.8 E,128.2 E,430.84,56.19,4.5,4.83,
22,2015-06-12,5.4,31,14.6,21.01,21.1,3.84,92.8 E,53.3 NE,466.88,65.04,4.8,4.67,
22,2015-06-12,5.4,31,14.6,21.01,21.1,3.84,92.8 E,53.3 NE,466.88,65.04,4.8,4.67,
22,2015-06-13,17.2,28.9,14.3,20.62,15.1,3.28,133.5 E,48.1 NE,449.5,67.03,4.4,4.39,
22,2015-06-13,17.2,28.9,14.3,20.62,15.1,3.28,133.5 E,48.1 NE,449.5,67.03,4.4,4.39,
22,2015-06-14,0,29.4,15.6,22.15,17,5.22,65.8 NE,35.5 N,455.21,50.43,4.7,5.32,
22,2015-06-14,0,29.4,15.6,22.15,17,5.22,65.8 NE,35.5 N,455.21,50.43,4.7,5.32,
22,2015-06-15,0.8,27.7,15.8,20.49,19.4,4.42,70.2 NE,31.4 N,307.1,60.44,3.1,3.79,
22,2015-06-15,0.8,27.7,15.8,20.49,19.4,4.42,70.2 NE,31.4 N,307.1,60.44,3.1,3.79,
22,2015-06-16,8.4,21,14.9,17.12,13.6,2.75,104.7 E,293.3 O,195.65,85.64,1.4,1.84,
22,2015-06-16,8.4,21,14.9,17.12,13.6,2.75,104.7 E,293.3 O,195.65,85.64,1.4,1.84,
22,2015-06-17,0,26,13.9,19.9,11.8,3.17,212 S,96.7 E,429.99,68.61,4.1,4.23,
22,2015-06-17,0,26,13.9,19.9,11.8,3.17,212 S,96.7 E,429.99,68.61,4.1,4.23,
22,2015-06-18,7.6,27.2,15.3,19.75,16.7,3.22,40.8 N,2.4 N,366.24,67.71,3.2,3.92,
22,2015-06-18,7.6,27.2,15.3,19.75,16.7,3.22,40.8 N,2.4 N,366.24,67.71,3.2,3.92,
22,2015-06-19,2,21.2,13.3,17.36,12.6,3.17,96.9 E,62.2 NE,223.88,83.18,1.5,2.3,
22,2015-06-19,2,21.2,13.3,17.36,12.6,3.17,96.9 E,62.2 NE,223.88,83.18,1.5,2.3,
22,2015-06-20,2,21.6,14.6,17.21,12,3.6,254.4 SO,130.7 E,288.21,82.98,2,2.82,
22,2015-06-20,2,21.6,14.6,17.21,12,3.6,254.4 SO,130.7 E,288.21,82.98,2,2.82,
22,2015-06-21,0,25.6,15,19.42,14.7,3.75,237.2 SO,149.5 SE,449.9,72.12,4.2,4.43,
22,2015-06-21,0,25.6,15,19.42,14.7,3.75,237.2 SO,149.5 SE,449.9,72.12,4.2,4.43,
22,2015-06-22,6,25.8,14.2,19.22,19,6.12,101.8 E,83.4 NE,400.27,70.28,3.5,4.38,
22,2015-06-22,6,25.8,14.2,19.22,19,6.12,101.8 E,83.4 NE,400.27,70.28,3.5,4.38,
22,2015-06-23,4,23.6,14.9,18.02,17.3,3.25,86.5 NE,,281.49,79.82,2.2,2.91,
22,2015-06-23,4,23.6,14.9,18.02,17.3,3.25,86.5 NE,,281.49,79.82,2.2,2.91,
22,2015-06-24,7.6,24.1,14,17.48,12.6,3,47.7 NE,32.3 N,298.38,77.86,2.5,3.07,
22,2015-06-24,7.6,24.1,14,17.48,12.6,3,47.7 NE,32.3 N,298.38,77.86,2.5,3.07,
22,2015-06-25,12,25.9,12.9,17.87,25.4,3.94,87 NE,17.8 N,411.05,69.53,3.5,4.26,
22,2015-06-25,12,25.9,12.9,17.87,25.4,3.94,87 NE,17.8 N,411.05,69.53,3.5,4.26,
22,2015-06-26,7,25.8,13.9,18.92,9,2.18,83.4 NE,220 S,467.96,74.24,4,4.38,
22,2015-06-26,7,25.8,13.9,18.92,9,2.18,83.4 NE,220 S,467.96,74.24,4,4.38,
22,2015-06-27,30.8,26.3,14.1,18.4,15.6,3.48,76.9 NE,65 NE,451.99,75.47,4.2,4.33,
22,2015-06-27,30.8,26.3,14.1,18.4,15.6,3.48,76.9 NE,65 NE,451.99,75.47,4.2,4.33,
22,2015-06-28,15.4,25.4,13.7,18.09,18.9,3.01,83.2 NE,22.2 N,318.45,74.52,2.6,3.37,
22,2015-06-28,15.4,25.4,13.7,18.09,18.9,3.01,83.2 NE,22.2 N,318.45,74.52,2.6,3.37,
22,2015-06-29,19.2,23.6,14.3,17.1,15.2,2.88,68 NE,32 N,244.94,85.19,1.9,2.5,
22,2015-06-29,19.2,23.6,14.3,17.1,15.2,2.88,68 NE,32 N,244.94,85.19,1.9,2.5,
