Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
CEPAB,22581,2014-08-28,0,29.2,11.9,21.07,6.7,2.2,61 NE,199.8 S,520.52,55.66,4.7,5.14,
CEPAB,22581,2014-08-29,0.4,29.2,13.7,20.69,6.9,2.88,4.2 N,209.6 S,520.87,65.68,4.5,4.91,
CEPAB,22581,2014-08-30,0,27.6,14.2,20.48,8.2,2.56,338.5 NO,16.9 N,384.66,64.91,3.3,3.96,
CEPAB,22581,2014-08-31,0,27.6,14.2,20.29,7.1,2.9,81.6 NE,60.8 NE,402.42,59.94,3.4,4.25,
CEPAB,22581,2014-09-01,0,28.9,11.7,20.58,7.4,2.67,2.3 N,50.5 NE,501.79,57.33,4.4,5,
CEPAB,22581,2014-09-02,0,27.8,11.6,20.11,5.2,2.5,202 S,199.8 S,453.08,61.77,4,4.5,
CEPAB,22581,2014-09-03,18.6,26.3,14.2,17.68,7.8,2.51,234.8 SO,201.3 S,279.08,82.18,2.2,2.75,
CEPAB,22581,2014-09-04,4,24.1,15.4,18.47,7.8,4.36,215.9 S,205.6 S,324.93,78.69,2.6,3.27,
CEPAB,22581,2014-09-05,42.6,23.5,14.7,17.51,7.1,1.98,116.1 E,196.3 S,290.39,83.71,2.1,2.79,
CEPAB,22581,2014-09-06,11,24.2,14.1,17.91,8.6,2.17,88.9 NE,180.4 S,390.82,79.66,2.8,3.68,
CEPAB,22581,2014-09-07,0,25.7,13.2,18.53,8.7,3.21,114.5 E,88.5 NE,496.96,65.1,4.1,4.9,
CEPAB,22581,2014-09-08,0,24.9,11.4,17.56,7.7,3.32,127.1 E,60.7 NE,377.36,66.32,3.1,4.05,
CEPAB,22581,2014-09-09,0,26.2,11.3,18.52,6.3,2.45,13.1 N,2.7 N,442.07,67.02,3.5,4.4,
CEPAB,22581,2014-09-10,0,27.9,12,19.83,6.1,2.15,32.5 N,53.2 NE,537.88,64.89,4.5,5.08,
CEPAB,22581,2014-09-11,0,27.1,13.7,19.43,9,2.38,169.9 SE,84.7 NE,414.06,65.05,3.5,4.24,
CEPAB,22581,2014-09-12,0,26.2,11.6,18.79,6.6,3.13,99.3 E,83.9 NE,448.59,61.99,3.7,4.58,
CEPAB,22581,2014-09-13,0,23.6,13.6,18.07,5.8,2.1,17.8 N,60 NE,205.28,68.52,1.4,2.53,
CEPAB,22581,2014-09-14,0.2,23.4,15.6,18.78,8.9,3.28,107.8 E,125.5 E,211.88,69.79,1.7,2.68,
CEPAB,22581,2014-09-15,0,26.8,11.9,18.91,5.6,2.78,91.4 E,54 NE,398.44,64.32,3.3,4.2,
CEPAB,22581,2014-09-16,0,25.8,11.2,18.21,7.3,3,147.9 SE,86 NE,448.84,67.77,3.7,4.44,
CEPAB,22581,2014-09-17,0,26.5,11.1,18.53,5.1,2.15,203.4 S,194.7 S,373.48,68.97,2.9,3.83,
CEPAB,22581,2014-09-18,0,26.5,11.2,19.2,7.6,3.27,202.3 S,206.5 S,441.46,71.97,3.8,4.31,
CEPAB,22581,2014-09-19,0,25,12.5,18.85,7.9,3.85,231.7 SO,208.8 S,400.87,69.73,3.6,4.12,
CEPAB,22581,2014-09-20,0,28.1,12.4,20.13,10.3,2.73,16.6 N,183.1 S,481.47,62.19,4.3,4.82,
CEPAB,22581,2014-09-21,11.2,26.7,15.6,18.29,8.5,2.4,21.1 N,59 NE,360.27,79.45,2.9,3.44,
CEPAB,22581,2014-09-22,0.8,25.5,14.5,19.1,6.9,2.63,88.7 NE,67.7 NE,355.33,73.81,2.8,3.56,
CEPAB,22581,2014-09-23,0.2,26.6,14.7,19.38,8.3,3.48,83.4 NE,73.8 NE,396.12,69.35,3.3,4.07,
CEPAB,22581,2014-09-24,0,24.7,12.4,18.64,5.9,2.75,20.1 N,50 NE,355.32,67.19,2.8,3.74,
CEPAB,22581,2014-09-25,2.2,25.5,13.4,18.57,7.8,3.13,13.4 N,81.9 NE,361,66.21,2.8,3.86,
CEPAB,22581,2014-09-26,2,25.6,14.7,19.16,6.4,2.54,107.1 E,328.8 NO,406.16,67.42,3.1,4.09,
CEPAB,22581,2014-09-27,0,26.8,14.1,19.38,7,2.29,47 NE,9.6 N,453.42,68.98,3.6,4.37,
CEPAB,22581,2014-09-28,0,27.4,14,20.07,8.6,2.71,49.5 NE,20.4 N,496.43,63.65,4.2,4.84,
CEPAB,22581,2014-09-29,0,27.7,12.3,19.59,7.1,2,42.8 N,1.6 N,439.64,64.16,3.6,4.35,
CEPAB,22581,2014-09-30,0,27.3,12.7,19.37,6.8,2.26,60.1 NE,83 NE,411.41,64.38,3.4,4.17,
CEPAB,22581,2014-10-01,1.2,27.2,13.4,19.38,5,1.8,,149.3 SE,395.45,71.67,3.1,3.82,
CEPAB,22581,2014-10-02,3,26.5,13.6,18.08,7.2,2.01,46.9 NE,,348.58,78.64,2.6,3.34,
CEPAB,22581,2014-10-03,1.4,26.5,14.3,19.47,6.3,2.15,211.5 S,164.6 SE,343.84,70,2.6,3.58,
CEPAB,22581,2014-10-04,0,24.7,15.5,19.4,7.3,2.29,81.6 NE,87.9 NE,296.3,66.95,2.4,3.29,
CEPAB,22581,2014-10-05,0,24.7,13.6,18.65,8.6,1.84,296.3 O,231 SO,352.59,70.19,2.6,3.55,
CEPAB,22581,2014-10-06,0,24.8,13.2,17.64,8.3,1.86,304 O,205 S,293.9,76.43,2.1,2.99,
CEPAB,22581,2014-10-07,0,27.2,12,19.04,6,1.82,95.9 E,131.3 E,489.06,60.5,4,4.8,
CEPAB,22581,2014-10-08,0,27.3,8.1,18.1,6.3,2.61,228.7 SO,53.8 NE,506.26,47.77,4.3,5.38,
CEPAB,22581,2014-10-09,0,27.6,7.2,17.2,7.3,2.13,9.9 N,311.6 O,507.64,53.69,4.1,5.17,
CEPAB,22581,2014-10-10,0,27,8.4,17.74,7.4,1.82,23.6 N,8.7 N,495.3,56.7,3.9,4.96,
CEPAB,22581,2014-10-11,0,28.1,9,18.53,9.2,2.38,39.1 N,27.4 N,464.46,55.89,3.8,4.92,
CEPAB,22581,2014-10-12,0,26.4,11.7,18.38,4.9,1.8,220.1 S,208.9 S,402.38,61.97,3.1,4.21,
CEPAB,22581,2014-10-13,0,28.4,10.4,18.89,6.9,2.54,356.3 NO,162.6 SE,421.01,65.05,3.5,4.37,
CEPAB,22581,2014-10-14,0,26.9,13.8,19.38,8.2,3.17,8.3 N,55.7 NE,392.88,53.06,3.1,4.54,
CEPAB,22581,2014-10-15,0,26.8,6.7,16.83,7.3,3.02,356.5 NO,10.4 N,477.66,52.47,3.8,5.08,
CEPAB,22581,2014-10-16,0,28,5.6,16.83,8.6,2.76,59 NE,40.3 N,479.79,42.83,4.1,5.4,
CEPAB,22581,2014-10-17,0,28.1,4.5,16.41,7.9,2.66,60.5 NE,47.7 NE,476.58,38.82,3.9,5.52,
CEPAB,22581,2014-10-18,0,27,5.9,16.92,6.5,2.65,120.9 E,78.5 NE,386.78,48.64,3.1,4.68,
CEPAB,22581,2014-10-19,0,26.5,13.3,19.29,6.4,2.68,114.2 E,111.3 E,311.24,58.92,2.6,3.87,
CEPAB,22581,2014-10-20,7,25,13.7,17.63,8.6,3.44,14.9 N,126.1 E,309.02,69.36,2.1,3.54,
CEPAB,22581,2014-10-21,0,23.9,14.2,17.84,5.9,2.9,114.3 E,129.8 E,306.34,68.32,2.4,3.43,
CEPAB,22581,2014-10-22,0,24.8,10,17.54,6.3,2.66,128.7 E,93 E,278.95,65.92,2,3.29,
CEPAB,22581,2014-10-23,0,25.9,11.9,17.88,6.2,2.6,24.4 N,29.2 N,375.61,64.4,2.9,4.06,
CEPAB,22581,2014-10-24,0,25.6,10,17.37,7.6,2.6,112 E,8.5 N,369.08,62.8,2.9,4.05,
CEPAB,22581,2014-10-25,0,24.8,7.7,15.87,6.1,2.5,45.4 NE,47.9 NE,400.37,59.38,3.2,4.33,
CEPAB,22581,2014-10-26,0,25.6,4.8,15.42,7.4,2.58,6.6 N,25.3 N,425.04,52.28,3.3,4.76,
CEPAB,22581,2014-10-27,0,26.6,4.2,15.36,5,1.55,351.5 NO,140.2 SE,423.63,45.06,3.2,4.85,
CEPAB,22581,2014-10-28,0,28.3,4.7,16.72,6.4,2.22,36.8 N,18.1 N,419.38,45.08,3.4,5.04,
CEPAB,22581,2014-10-29,0,28,5,16.36,7.8,2.08,16.2 N,332 NO,443.87,41.88,3.6,5.23,
CEPAB,22581,2014-10-30,0,26,3.7,15.11,11.8,2.95,33.3 N,38.2 N,435.78,51.78,3.5,4.97,
CEPAB,22581,2014-10-31,0,22.2,6,13.99,13.2,4.94,59.2 NE,50.7 NE,429.58,57.15,3.5,4.97,
CEPAB,22581,2014-11-01,0,23.3,3.7,13.61,8.5,4.03,103.5 E,105.1 E,393.45,60.75,3,4.57,
CEPAB,22581,2014-11-02,0,23.3,3.9,13.84,5.3,1.94,22.5 N,214 S,412.46,60.96,2.8,4.52,
CEPAB,22581,2014-11-03,0,25,5.9,14.91,5.7,2.34,28.7 N,317.4 NO,383.67,57.65,2.7,4.5,
CEPAB,22581,2014-11-04,0,24.8,8.1,16.69,7.7,3.12,198.8 S,175.6 SE,338.72,57.84,2.5,4.27,
CEPAB,22581,2014-11-05,0,18.7,13.8,15.77,8.5,5.65,158.6 SE,176.5 SE,105.89,74.9,0.6,1.95,
CEPAB,22581,2014-11-06,0,26.2,10.8,17.33,14,5.62,15.5 N,182.4 S,349.79,69.92,2.7,4.16,
CEPAB,22581,2014-11-07,0,24.2,13.6,17.33,11,5.48,287.2 O,326.3 NO,284.18,68.9,2.2,3.61,
CEPAB,22581,2014-11-08,0,21.7,9.4,14.89,12.7,7.37,360 N,16 N,280.93,67.2,2.2,3.73,
CEPAB,22581,2014-11-09,0,22,6.7,13.68,10.5,4.55,5.1 N,347.8 NO,395.68,62.12,2.6,4.49,
CEPAB,22581,2014-11-10,0,23.3,4.4,13.72,8.8,2.75,198.4 S,218 S,270.29,67.36,2,3.36,
CEPAB,22581,2014-11-11,27.8,15.2,12.9,13.76,4.5,2.12,217 S,158.1 SE,94.13,90.09,0.3,1.2,
CEPAB,22581,2014-11-12,3.4,22.3,10.3,15.41,6.6,3.39,144.5 SE,181.8 S,253.81,78.56,1.6,3.07,
CEPAB,22581,2014-11-13,0,23.2,7.4,13.87,5,1.27,279.3 O,237.4 SO,328.01,74.7,2.1,3.53,
CEPAB,22581,2014-11-14,0,23.8,6.8,13.44,7.3,2.39,150 SE,161 SE,336.64,72.08,2.2,3.75,
CEPAB,22581,2014-11-15,0,24.9,5.4,14.65,9.9,2.71,261.3 SO,226.8 SO,419.6,62.26,3.2,4.64,
CEPAB,22581,2014-11-16,0,24.1,5.2,14.57,13.2,4.65,267.2 SO,203.6 S,416.64,55.34,3.7,5.08,
CEPAB,22581,2014-11-17,0,24.2,3.9,13.43,9.1,3.04,264.2 SO,211.7 S,417.81,52.25,3.2,4.94,
CEPAB,22581,2014-11-18,0,23.9,2.4,13.01,8.3,3.24,223.5 S,232.5 SO,383.51,53.51,3.2,4.69,
CEPAB,22581,2014-11-19,0,21.7,4.3,11.47,9.1,3.64,21.8 N,13.5 N,361.1,58.35,2.2,4.44,
CEPAB,22581,2014-11-20,0,24.8,3,13.71,10,3,264 SO,231.7 SO,402.92,54.29,3.1,4.89,
CEPAB,22581,2014-11-21,3,23.1,5,13.05,8.4,2.11,281.5 O,233.1 SO,221.17,68.88,1.5,3.08,
CEPAB,22581,2014-11-22,0.2,22.5,8.6,15.01,13.9,5.36,228.1 SO,214.7 S,333.03,64.14,2.7,4.34,
CEPAB,22581,2014-11-23,0,25.7,4.6,14.58,8.8,3.83,148.7 SE,198.6 S,403.08,58.69,3.1,4.81,
CEPAB,22581,2014-11-24,0,23.6,3,12.83,7,2.52,151.6 SE,203.3 S,310.86,52.18,2.1,4.1,
CEPAB,22581,2014-11-25,0,18,0.8,9.44,18,6.78,0.2 N,6.3 N,338.86,46.77,2.5,4.98,
CEPAB,22581,2014-11-26,0,22.1,-3.7,8.35,8.6,4.39,21.8 N,9.2 N,410.16,28.48,3,5.92,
CEPAB,22581,2014-11-27,0,21.2,-3.9,8.69,10.2,4.15,79.8 NE,29.4 N,385.06,32.07,3.1,5.71,
CEPAB,22581,2014-11-28,0,21.5,-1.8,8.69,8.1,3.61,52.2 NE,340.3 NO,392.89,32.6,2.7,5.76,
CEPAB,22581,2014-11-29,0,24,-0.7,10.66,7.9,2.44,124.3 E,191.6 S,375.04,49.14,2.7,5.02,
CEPAB,22581,2014-11-30,0,25.3,-1.8,11.32,8.8,2.33,270.9 O,178 SE,396.64,44.29,3,5.25,
CEPAB,22581,2014-12-01,0,25,0.4,12.74,6.5,2.9,15.7 N,6.1 N,386.47,39.28,2.9,5.36,
CEPAB,22581,2014-12-02,0,23.2,1.6,12.44,6.2,2.82,13 N,289.2 O,376.77,56.1,2.5,4.68,
CEPAB,22581,2014-12-03,0,23.9,1.7,12.21,10.2,2.66,9.4 N,355.2 NO,380.46,57.17,2.8,4.63,
CEPAB,22581,2014-12-04,0,24.8,2.1,12.57,6.9,1.87,7.1 N,303.3 O,370.81,49.4,2.5,4.64,
CEPAB,22581,2014-12-05,0,25.5,2.4,13.81,7.7,2.21,316.1 NO,355.1 NO,363.71,45.01,2.6,4.79,
CEPAB,22581,2014-12-06,0,23.5,4,13.24,12.1,4.05,32.8 N,31.5 N,310.96,53.69,2.6,4.37,
CEPAB,22581,2014-12-07,0,23.8,4.4,13.66,5.2,2.56,308.2 O,353.8 NO,361.82,63.75,2.5,4.24,
CEPAB,22581,2014-12-08,0,22.3,3.4,12.63,8.4,3.53,79.5 NE,79.3 NE,364.98,64.29,2.7,4.31,
CEPAB,22581,2014-12-09,0,20.8,3.2,12.14,6.7,2.57,83.4 NE,64.8 NE,326.89,61.27,2.3,4.01,
CEPAB,22581,2014-12-10,0,19.1,3.7,11.18,6,2.08,188.8 S,171.6 SE,244.9,67.99,1.3,3.18,
CEPAB,22581,2014-12-11,2.2,19.4,6,11.77,13.7,2.91,17.9 N,8.1 N,229.63,70.46,1.5,3.14,
CEPAB,22581,2014-12-12,0,20.7,8.9,13.27,6.2,2.34,52.2 NE,18 N,262.37,67.07,1.8,3.47,
CEPAB,22581,2014-12-13,4,19.8,8.6,12.95,7.3,2.58,58.4 NE,41.5 N,174.9,70.75,1,2.68,
CEPAB,22581,2014-12-14,0.2,21.2,8.3,12.81,6.2,2.09,170.2 SE,185.2 S,262.97,78.42,1.6,3.12,
CEPAB,22581,2014-12-15,0,23.5,2.6,12.37,6.6,1.81,130.4 E,185.6 S,380.13,65.89,2.6,4.24,
CEPAB,22581,2014-12-15,0,23.5,2.6,12.37,6.6,1.81,130.4 E,185.6 S,380.13,65.89,2.6,4.24,
CEPAB,22581,2014-12-16,0,24.3,3,13.64,6.8,2.51,189.8 S,162.3 SE,369.95,61.88,2.6,4.38,
CEPAB,22581,2014-12-16,0,24.3,3,13.64,6.8,2.51,189.8 S,162.3 SE,369.95,61.88,2.6,4.38,
CEPAB,22581,2014-12-17,0,23,6.8,15.16,8.3,2.76,221.9 S,197.7 S,277.78,59.81,2.3,3.77,
CEPAB,22581,2014-12-17,0,23,6.8,15.16,8.3,2.76,221.9 S,197.7 S,277.78,59.81,2.3,3.77,
CEPAB,22581,2014-12-18,0,24.6,7.1,16.44,9.4,3.06,152.4 SE,196.5 S,365.24,48.35,2.7,4.73,
CEPAB,22581,2014-12-18,0,24.6,7.1,16.44,9.4,3.06,152.4 SE,196.5 S,365.24,48.35,2.7,4.73,
CEPAB,22581,2014-12-19,0,24.9,6.9,15.66,11.9,3.84,257.9 SO,207.4 S,388.52,45.71,3,5.01,
CEPAB,22581,2014-12-19,0,24.9,6.9,15.66,11.9,3.84,257.9 SO,207.4 S,388.52,45.71,3,5.01,
CEPAB,22581,2014-12-20,0,23.9,7.2,14.97,13,3.76,221.6 S,220.6 S,261.7,39.72,2.4,4.21,
CEPAB,22581,2014-12-20,0,23.9,7.2,14.97,13,3.76,221.6 S,220.6 S,261.7,39.72,2.4,4.21,
CEPAB,22581,2014-12-21,0,23.7,5.6,14.78,11.5,4.33,300.1 O,225.1 SO,374.02,36.9,3.3,5.19,
CEPAB,22581,2014-12-21,0,23.7,5.6,14.78,11.5,4.33,300.1 O,225.1 SO,374.02,36.9,3.3,5.19,
CEPAB,22581,2014-12-22,0,23.5,0.1,12.1,10.5,3.65,247.4 SO,209.7 S,386.2,37.82,3.1,5.15,
CEPAB,22581,2014-12-22,0,23.5,0.1,12.1,10.5,3.65,247.4 SO,209.7 S,386.2,37.82,3.1,5.15,
CEPAB,22581,2014-12-23,0,22.3,3.5,12.05,13.1,5.2,253.5 SO,206.5 S,399.53,40.98,3.3,5.48,
CEPAB,22581,2014-12-23,0,22.3,3.5,12.05,13.1,5.2,253.5 SO,206.5 S,399.53,40.98,3.3,5.48,
CEPAB,22581,2014-12-24,0,15.2,0.1,7.01,16.8,6.77,8.8 N,10 N,375.12,48.09,2.1,5.43,
CEPAB,22581,2014-12-24,0,15.2,0.1,7.01,16.8,6.77,8.8 N,10 N,375.12,48.09,2.1,5.43,
CEPAB,22581,2014-12-25,0,20.2,-3.7,7.99,9.5,4.03,168.5 SE,137.8 SE,314.46,55.81,2.3,4.45,
CEPAB,22581,2014-12-25,0,20.2,-3.7,7.99,9.5,4.03,168.5 SE,137.8 SE,314.46,55.81,2.3,4.45,
CEPAB,22581,2014-12-26,0,21.5,6.4,12.88,11,4.73,207.1 S,201.5 S,355.12,59.41,2.6,4.85,
CEPAB,22581,2014-12-26,0,21.5,6.4,12.88,11,4.73,207.1 S,201.5 S,355.12,59.41,2.6,4.85,
CEPAB,22581,2014-12-27,0,22.3,5.9,13.07,15.4,3.54,274.8 O,214.5 S,227.16,61.75,1.8,3.69,
CEPAB,22581,2014-12-27,0,22.3,5.9,13.07,15.4,3.54,274.8 O,214.5 S,227.16,61.75,1.8,3.69,
CEPAB,22581,2014-12-28,0,19.7,4.8,13.08,7.8,2.43,175.3 SE,191.2 S,174.05,70.69,1.2,2.72,
CEPAB,22581,2014-12-28,0,19.7,4.8,13.08,7.8,2.43,175.3 SE,191.2 S,174.05,70.69,1.2,2.72,
CEPAB,22581,2014-12-29,0,24.8,0.2,11.83,8.6,2.49,239.6 SO,219.3 S,387.11,57.3,2.8,4.61,
CEPAB,22581,2014-12-29,0,24.8,0.2,11.83,8.6,2.49,239.6 SO,219.3 S,387.11,57.3,2.8,4.61,
CEPAB,22581,2014-12-30,0,25.3,2.4,13.55,8.7,2.53,198.3 S,137.2 SE,365.6,51.79,2.9,4.65,
CEPAB,22581,2014-12-30,0,25.3,2.4,13.55,8.7,2.53,198.3 S,137.2 SE,365.6,51.79,2.9,4.65,
CEPAB,22581,2014-12-31,0,24.7,4.1,14.26,6.6,3.04,169.2 SE,280.8 O,372.07,59.88,2.5,4.52,
CEPAB,22581,2014-12-31,0,24.7,4.1,14.26,6.6,3.04,169.2 SE,280.8 O,372.07,59.88,2.5,4.52,
CEPAB,22581,2015-01-01,0,23.5,5.1,13.3,9.6,2.43,148.5 SE,173.6 SE,327.33,62.36,2.3,4.01,
CEPAB,22581,2015-01-01,0,23.5,5.1,13.3,9.6,2.43,148.5 SE,173.6 SE,327.33,62.36,2.3,4.01,
CEPAB,22581,2015-01-02,0,22.5,4.8,13.49,12.4,4.51,233.9 SO,209.4 S,344.8,57.06,2.8,4.48,
CEPAB,22581,2015-01-02,0,22.5,4.8,13.49,12.4,4.51,233.9 SO,209.4 S,344.8,57.06,2.8,4.48,
CEPAB,22581,2015-01-03,0,21.4,6.2,13.14,13.8,5.05,240.7 SO,202.4 S,335.83,57.24,2.4,4.46,
CEPAB,22581,2015-01-03,0,21.4,6.2,13.14,13.8,5.05,240.7 SO,202.4 S,335.83,57.24,2.4,4.46,
CEPAB,22581,2015-01-04,0,20.1,2.5,10.99,11.2,4.62,11.2 N,51 NE,253.33,58.82,2,3.73,
CEPAB,22581,2015-01-04,0,20.1,2.5,10.99,11.2,4.62,11.2 N,51 NE,253.33,58.82,2,3.73,
CEPAB,22581,2015-01-05,0,14.5,5.7,10.17,9.2,5.82,351.6 NO,358.8 NO,189.2,54.61,1.2,3.38,
CEPAB,22581,2015-01-05,0,14.5,5.7,10.17,9.2,5.82,351.6 NO,358.8 NO,189.2,54.61,1.2,3.38,
CEPAB,22581,2015-01-06,0,22.2,6.3,13.11,8.7,5.83,350.9 NO,25.5 N,326.31,61.28,2.2,4.53,
CEPAB,22581,2015-01-06,0,22.2,6.3,13.11,8.7,5.83,350.9 NO,25.5 N,326.31,61.28,2.2,4.53,
CEPAB,22581,2015-01-07,0,21.7,10.7,13.94,11.8,5.85,67.3 NE,17.5 N,218.79,63.75,1.7,3.64,
CEPAB,22581,2015-01-07,0,21.7,10.7,13.94,11.8,5.85,67.3 NE,17.5 N,218.79,63.75,1.7,3.64,
CEPAB,22581,2015-01-08,0,19.3,8.3,13.02,9.4,3.8,100 E,130.9 E,374.58,56.31,2.3,4.72,
CEPAB,22581,2015-01-08,0,19.3,8.3,13.02,9.4,3.8,100 E,130.9 E,374.58,56.31,2.3,4.72,
CEPAB,22581,2015-01-09,9.2,17.1,5.1,10.13,16.8,5.59,,7.3 N,236.63,80.06,1.1,2.98,
CEPAB,22581,2015-01-09,9.2,17.1,5.1,10.13,16.8,5.59,,7.3 N,236.63,80.06,1.1,2.98,
CEPAB,22581,2015-01-10,0.8,20.5,4.6,11.25,8.5,3.22,190.1 S,115.3 E,370.04,68.49,2.4,4.29,
CEPAB,22581,2015-01-10,0.8,20.5,4.6,11.25,8.5,3.22,190.1 S,115.3 E,370.04,68.49,2.4,4.29,
CEPAB,22581,2015-01-11,0,22.8,1.5,11.24,9.4,2.55,262.6 SO,226.7 SO,420.43,58.38,3.1,4.91,
CEPAB,22581,2015-01-11,0,22.8,1.5,11.24,9.4,2.55,262.6 SO,226.7 SO,420.43,58.38,3.1,4.91,
CEPAB,22581,2015-01-12,0,21,0.4,10.33,9.2,2.49,165.8 SE,329.3 NO,305.47,52.74,2.1,4.23,
CEPAB,22581,2015-01-12,0,21,0.4,10.33,9.2,2.49,165.8 SE,329.3 NO,305.47,52.74,2.1,4.23,
CEPAB,22581,2015-01-13,0,23.2,1.1,11.28,9.5,2.68,167.2 SE,192.1 S,369.76,52.76,2.5,4.75,
CEPAB,22581,2015-01-13,0,23.2,1.1,11.28,9.5,2.68,167.2 SE,192.1 S,369.76,52.76,2.5,4.75,
CEPAB,22581,2015-01-14,0,23.3,4.6,13.36,14.5,3.86,177.7 SE,180.9 S,348.08,48.27,2.8,4.9,
CEPAB,22581,2015-01-14,0,23.3,4.6,13.36,14.5,3.86,177.7 SE,180.9 S,348.08,48.27,2.8,4.9,
CEPAB,22581,2015-01-15,0,23,4.8,13.84,12.9,4.18,9.6 N,151.7 SE,386.37,41.29,3.4,5.38,
CEPAB,22581,2015-01-15,0,23,4.8,13.84,12.9,4.18,9.6 N,151.7 SE,386.37,41.29,3.4,5.38,
CEPAB,22581,2015-01-16,0,22.8,2.7,13.17,12.3,5.66,163.2 SE,75.4 NE,383.79,54.38,2.7,5.08,
CEPAB,22581,2015-01-16,0,22.8,2.7,13.17,12.3,5.66,163.2 SE,75.4 NE,383.79,54.38,2.7,5.08,
CEPAB,22581,2015-01-17,0,24,3.6,13.98,7.7,3.11,144.7 SE,222.7 S,361.78,51.69,2.7,4.62,
CEPAB,22581,2015-01-17,0,24,3.6,13.98,7.7,3.11,144.7 SE,222.7 S,361.78,51.69,2.7,4.62,
CEPAB,22581,2015-01-18,0,22.5,10,15.4,10.8,4.11,5.8 N,71.2 NE,373.88,44.86,2.5,5.01,
CEPAB,22581,2015-01-18,0,22.5,10,15.4,10.8,4.11,5.8 N,71.2 NE,373.88,44.86,2.5,5.01,
CEPAB,22581,2015-01-19,0,23.9,3.8,14.59,8.1,2.44,53.4 NE,2.4 N,377,50.46,2.7,4.61,
CEPAB,22581,2015-01-19,0,23.9,3.8,14.59,8.1,2.44,53.4 NE,2.4 N,377,50.46,2.7,4.61,
CEPAB,22581,2015-01-20,0,24.6,6.3,15.66,8.7,3.54,180.1 S,37.9 N,396.91,47.1,3.3,5,
CEPAB,22581,2015-01-20,0,24.6,6.3,15.66,8.7,3.54,180.1 S,37.9 N,396.91,47.1,3.3,5,
CEPAB,22581,2015-01-21,0,24.7,6.7,16.32,16.5,5.86,211.1 S,218.3 S,395.99,41.28,3.8,5.55,
CEPAB,22581,2015-01-21,0,24.7,6.7,16.32,16.5,5.86,211.1 S,218.3 S,395.99,41.28,3.8,5.55,
CEPAB,22581,2015-01-22,0,21.8,7.5,14.6,18,8.25,249.4 SO,226 SO,359.57,51.57,3.3,5.14,
CEPAB,22581,2015-01-22,0,21.8,7.5,14.6,18,8.25,249.4 SO,226 SO,359.57,51.57,3.3,5.14,
CEPAB,22581,2015-01-23,0,23.3,5.1,14.43,10.8,5.39,20 N,161.9 SE,404.86,45.55,3.6,5.31,
CEPAB,22581,2015-01-23,0,23.3,5.1,14.43,10.8,5.39,20 N,161.9 SE,404.86,45.55,3.6,5.31,
CEPAB,22581,2015-01-24,0,20.7,5,12.43,14.2,5.17,2.1 N,21.6 N,327.92,44.08,2.2,4.71,
CEPAB,22581,2015-01-24,0,20.7,5,12.43,14.2,5.17,2.1 N,21.6 N,327.92,44.08,2.2,4.71,
CEPAB,22581,2015-01-25,1.4,21.2,5.1,13.05,8.4,3.03,317.6 NO,347.3 NO,289.12,61.07,2,3.74,
CEPAB,22581,2015-01-25,1.4,21.2,5.1,13.05,8.4,3.03,317.6 NO,347.3 NO,289.12,61.07,2,3.74,
CEPAB,22581,2015-01-26,0,21.5,7.7,14.69,8.6,4.3,4.2 N,2.4 N,331.96,50.99,2.3,4.55,
CEPAB,22581,2015-01-26,0,21.5,7.7,14.69,8.6,4.3,4.2 N,2.4 N,331.96,50.99,2.3,4.55,
CEPAB,22581,2015-01-27,0,24.4,8.7,15.9,10.9,5.27,24 N,17.9 N,409.9,38.24,3.5,5.76,
CEPAB,22581,2015-01-27,0,24.4,8.7,15.9,10.9,5.27,24 N,17.9 N,409.9,38.24,3.5,5.76,
CEPAB,22581,2015-01-28,0,25.1,3.9,15.27,7.4,3.02,18.3 N,7.9 N,371.58,40.2,2.7,4.96,
CEPAB,22581,2015-01-28,0,25.1,3.9,15.27,7.4,3.02,18.3 N,7.9 N,371.58,40.2,2.7,4.96,
CEPAB,22581,2015-01-29,0,26,4.7,15.39,11.3,3.87,51.2 NE,35.7 N,382.08,40.38,3.3,5.17,
CEPAB,22581,2015-01-29,0,26,4.7,15.39,11.3,3.87,51.2 NE,35.7 N,382.08,40.38,3.3,5.17,
CEPAB,22581,2015-01-30,0,20.1,5.4,12.99,11.7,4.13,140.4 SE,72.9 NE,370.91,45.03,2.8,4.8,
CEPAB,22581,2015-01-30,0,20.1,5.4,12.99,11.7,4.13,140.4 SE,72.9 NE,370.91,45.03,2.8,4.8,
CEPAB,22581,2015-01-31,0,21.6,4.9,13.12,22.1,7.65,188.3 S,197.8 S,346.05,54.89,2.9,4.89,
CEPAB,22581,2015-01-31,0,21.6,4.9,13.12,22.1,7.65,188.3 S,197.8 S,346.05,54.89,2.9,4.89,
CEPAB,22581,2015-02-01,0.2,16.1,8.9,12.23,20.5,9.27,203.1 S,188.8 S,167.16,67.34,1.3,3,
CEPAB,22581,2015-02-01,0.2,16.1,8.9,12.23,20.5,9.27,203.1 S,188.8 S,167.16,67.34,1.3,3,
CEPAB,22581,2015-02-02,10.4,13.3,9.7,11.23,9.4,3.46,161.2 SE,188.4 S,102.56,86.84,0.5,1.44,
